sample_version=0.1.0 modulus=64 seed=fdb6a170e38b7401
1,0
1,57
1,82
1,126
1,251
1,332
1,456
1,492
1,527
1,549
1,647
1,655
1,729
1,762
1,982
1,1187
1,1261
1,1291
1,1333
1,1559
1,1642
1,1667
1,1683
1,1730
1,1744
1,1761
1,1794
1,1848
1,1876
1,2118
1,2153
1,2213
1,2291
1,2325
1,2387
1,2460
1,2543
1,2642
1,2686
1,2849
1,2937
1,2964
1,3007
1,3035
1,3056
1,3111
1,3234
1,3353
1,3384
1,3394
1,3467
1,3570
1,3599
1,3704
1,3714
1,3922
1,3960
1,3998
1,4035
1,4043
1,4056
1,4093
1,4094
1,4140
1,4228
1,4332
1,4379
1,4441
1,4476
1,4481
1,4571
1,4574
1,4597
1,4710
1,4715
1,4760
1,4778
1,4943
1,5178
1,5185
1,5186
1,5204
1,5277
1,5301
1,5379
1,5389
1,5584
1,5699
1,5708
1,5795
